"Date","Tournament","Home.Team","Away.Team","Period","Clock","Offense.Team","Defense.Team","Offense.Team.Skaters","Defense.Team.Skaters","Offense.Team.Goals","Defense.Team.Goals","Player","Event","X.Coordinate","Y.Coordinate","Detail.1","Detail.2","Detail.3","Detail.4","Player.2","X.Coordinate.2","Y.Coordinate.2","sequence","pass_cluster"
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,87,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,2,3,"Hayley Scamurra","Play",151,32,"Direct","","","","Kacey Bellamy",131,27,17006,3
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,87,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,2,3,"Kacey Bellamy","Play",131,27,"Direct","","","","Brianna Decker",157,2,17006,1
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,89,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,2,3,"Brianna Decker","Play",156,3,"Direct","","","","Hayley Scamurra",160,35,17006,8
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,98,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,2,3,"Emily Pfalzer","Incomplete Play",193,34,"Direct","","","","Hayley Scamurra",182,36,17011,7
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,104,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,2,3,"Brianna Decker","Play",159,3,"Direct","","","","Kacey Bellamy",131,32,17013,3
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,110,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,2,3,"Kendall Coyne Schofield","Play",184,4,"Direct","","","","Brianna Decker",172,2,17013,7
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,120,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,2,3,"Kendall Coyne Schofield","Play",143,27,"Direct","","","","Emily Pfalzer",158,22,17015,1
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,126,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,2,3,"Kacey Bellamy","Incomplete Play",132,37,"Direct","","","","Kendall Coyne Schofield",188,25,17016,8
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,128,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,2,3,"Brianna Decker","Play",139,2,"Direct","","","","Kacey Bellamy",130,34,17017,3
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,131,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,2,3,"Kacey Bellamy","Play",130,34,"Direct","","","","Brianna Decker",139,2,17017,1
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,137,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,2,3,"Kendall Coyne Schofield","Incomplete Play",193,18,"Direct","","","","Brianna Decker",163,9,17022,7
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,140,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,2,3,"Emily Pfalzer","Incomplete Play",178,16,"Direct","","","","Hayley Scamurra",199,35,17023,7
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,145,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,2,3,"Kacey Bellamy","Play",130,35,"Direct","","","","Emily Pfalzer",161,7,17024,1
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,148,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,2,3,"Brianna Decker","Play",166,3,"Direct","","","","Kacey Bellamy",130,35,17024,3
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,152,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,2,3,"Emily Pfalzer","Play",146,5,"Direct","","","","Brianna Decker",168,5,17024,8
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,154,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,2,3,"Brianna Decker","Play",170,15,"Direct","","","","Emily Pfalzer",140,10,17025,10
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,158,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,2,3,"Emily Pfalzer","Play",130,32,"Direct","","","","Kacey Bellamy",127,31,17027,3
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,160,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,2,3,"Hayley Scamurra","Play",153,22,"Direct","","","","Emily Pfalzer",132,19,17027,3
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,161,"Olympic (Women) - United States","Olympic (Women) - Canada",5,4,2,3,"Kacey Bellamy","Play",133,2,"Direct","","","","Hayley Scamurra",156,29,17028,3
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,177,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Hannah Brandt","Play",116,1,"Direct","","","","Dani Cameranesi",135,23,17037,3
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,179,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Shelly Picard","Play",69,10,"Direct","","","","Hannah Brandt",116,1,17037,4
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,180,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Sidney Morin","Play",82,7,"Direct","","","","Shelly Picard",69,25,17037,9
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,181,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Hilary Knight","Play",96,22,"Direct","","","","Sidney Morin",82,7,17037,4
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,187,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Shelly Picard","Play",137,7,"Direct","","","","Hilary Knight",149,5,17038,1
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,189,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Hilary Knight","Play",185,9,"Direct","","","","Shelly Picard",144,3,17038,10
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,193,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Hilary Knight","Incomplete Play",132,34,"Direct","","","","Hannah Brandt",137,22,17039,1
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,195,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Hannah Brandt","Play",103,13,"Direct","","","","Hilary Knight",106,25,17041,4
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,204,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Emily Pfalzer","Play",63,19,"Direct","","","","Gigi Marvin",81,36,17043,9
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,209,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,3,2,"Jocelyne Larocque","Play",41,26,"Direct","","","","Blayre Turnbull",67,25,17044,9
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,212,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,3,2,"Laura Stacey","Play",87,19,"Direct","","","","Jocelyne Larocque",76,24,17044,9
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,224,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,3,2,"Laura Stacey","Incomplete Play",128,32,"Direct","","","","Jamie Lee Rattray",180,39,17052,8
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,238,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Emily Pfalzer","Play",189,21,"Direct","","","","Alex Carpenter",180,41,17060,7
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,241,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Amanda Kessel","Incomplete Play",148,20,"Direct","","","","Emily Pfalzer",168,26,17061,8
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,251,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Brianna Decker","Incomplete Play",102,2,"Direct","","","","Kendall Coyne Schofield",122,22,17065,4
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,258,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Brianna Decker","Incomplete Play",142,4,"Direct","","","","Kacey Bellamy",130,30,17069,3
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,269,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Kendall Coyne Schofield","Incomplete Play",199,36,"Direct","","","","Hayley Scamurra",187,27,17074,7
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,284,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Hilary Knight","Play",57,3,"Direct","","","","Hannah Brandt",86,1,17081,5
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,310,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,3,2,"Sarah Nurse","Play",135,24,"Direct","","","","Renata Fast",135,20,17092,1
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,312,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,3,2,"Laura Fortino","Play",178,6,"Direct","","","","Sarah Nurse",145,20,17092,10
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,322,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Lee Stecklein","Incomplete Play",45,11,"Direct","","","","Emily Pfalzer",63,8,17096,9
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,334,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Lee Stecklein","Incomplete Play",6,19,"Direct","","","","Gigi Marvin",44,8,17100,6
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,339,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,3,2,"Halli Krzyzaniak","Play",59,12,"Direct","","","","Natalie Spooner",106,5,17103,5
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,342,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,3,2,"Brigette Lacquette","Play",80,3,"Direct","","","","Halli Krzyzaniak",61,29,17103,9
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,355,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,3,2,"Brigette Lacquette","Incomplete Play",100,30,"Direct","","","","Natalie Spooner",127,7,17110,4
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,358,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Lee Stecklein","Incomplete Play",36,10,"Direct","","","","Dani Cameranesi",61,16,17113,6
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,361,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Lee Stecklein","Incomplete Play",23,4,"Direct","","","","Emily Pfalzer",6,20,17114,2
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,370,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,3,2,"Ann-Sophie Bettez","Play",64,25,"Direct","","","","Sarah Nurse",107,21,17120,5
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,371,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,3,2,"Jocelyne Larocque","Play",15,32,"Direct","","","","Ann-Sophie Bettez",58,26,17120,6
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,378,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Kacey Bellamy","Play",136,19,"Direct","","","","Megan Bozek",132,39,17123,3
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,385,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Kacey Bellamy","Play",92,33,"Direct","","","","Brianna Decker",107,22,17125,4
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,395,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,3,2,"Marie-Philip Poulin","Play",3,27,"Direct","","","","Jocelyne Larocque",9,26,17129,2
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,399,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Brianna Decker","Play",197,19,"Direct","","","","Amanda Kessel",190,18,17131,7
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,410,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Kendall Coyne Schofield","Play",165,1,"Direct","","","","Megan Bozek",132,14,17136,10
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,412,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Megan Bozek","Play",129,14,"Direct","","","","Kendall Coyne Schofield",182,7,17136,8
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,413,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Brianna Decker","Play",140,27,"Direct","","","","Megan Bozek",129,14,17136,1
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,418,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Hayley Scamurra","Play",150,11,"Direct","","","","Brianna Decker",157,4,17137,1
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,426,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,3,2,"Rebecca Johnston","Incomplete Play",53,1,"Direct","","","","Ann-Sophie Bettez",60,40,17144,9
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,439,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Dani Cameranesi","Play",66,7,"Direct","","","","Hayley Scamurra",81,32,17148,9
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,441,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Hannah Brandt","Play",26,31,"Direct","","","","Dani Cameranesi",59,4,17149,6
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,454,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Dani Cameranesi","Incomplete Play",61,4,"Direct","","","","Hannah Brandt",86,19,17155,5
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,458,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Sidney Morin","Play",35,15,"Direct","","","","Dani Cameranesi",57,4,17157,6
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,462,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,3,2,"Renata Fast","Play",92,37,"Direct","","","","Rebecca Johnston",105,25,17160,4
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,463,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,3,2,"Laura Fortino","Play",97,2,"Direct","","","","Renata Fast",92,37,17161,4
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,466,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Savannah Harmon","Play",31,14,"Direct","","","","Hilary Knight",59,8,17163,6
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,478,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,3,2,"Blayre Turnbull","Play",4,19,"Direct","","","","Jamie Lee Rattray",29,2,17167,2
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,489,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Sidney Morin","Play",31,19,"Direct","","","","Hilary Knight",60,4,17169,6
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,490,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Hilary Knight","Play",38,9,"Direct","","","","Sidney Morin",31,19,17169,6
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,491,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Shelly Picard","Play",4,40,"Direct","","","","Hilary Knight",38,9,17170,6
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,498,"Olympic (Women) - United States","Olympic (Women) - Canada",5,5,2,3,"Hannah Brandt","Incomplete Play",91,14,"Direct","","","","Hilary Knight",91,22,17173,4
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,514,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,3,2,"Jamie Lee Rattray","Play",69,5,"Direct","","","","Blayre Turnbull",62,20,17176,9
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,514,"Olympic (Women) - Canada","Olympic (Women) - United States",5,5,3,2,"Blayre Turnbull","Incomplete Play",67,23,"Direct","","","","Laura Stacey",92,39,17176,5
"2019-02-14","Olympics 2018","Olympic (Women) - Canada","Olympic (Women) - United States",2,526,"Olympic (Women) - United States","Olympic (Women) - Canada",4,5,2,3,"Gigi Marvin","Play",28,31,"Direct","","","","Brianna Decker",52,19,17181,6
